,2012-06-30,2012-09-30
AccruedLiabilitiesCurrent,2993.000,3261.000
AdditionalPaidInCapital,17790.000,17790.000
Assets,6235.000,6235.000
AssetsCurrent,6235.000,6235.000
CashAndCashEquivalentsAtCarryingValue,6235.000,6235.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,50000000.000,50000000.000
CommonStockSharesIssued,3210000.000,3210000.000
CommonStockSharesOutstanding,3210000.000,3210000.000
CommonStockValue,3210.000,3210.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,17758.000,18026.000
LiabilitiesAndStockholdersEquity,6235.000,6235.000
PreferredStockParOrStatedValuePerShare,0.010,0.010
PreferredStockSharesAuthorized,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockValue,0.000,0.000
StockholdersEquity,3242.000,2974.000
